account_id,customer_id,account_type,balance,credit_limit,interest_rate,account_status,open_date,last_activity_date,branch_id
ACC00344601,CUST003446,Checking,16373,,0.0,Inactive,2017-08-19,2025-07-19,BR026
ACC00344602,CUST003446,Checking,20427,,0.0,Active,2017-08-29,2024-08-31,BR026
ACC00344701,CUST003447,Money Market,2280,,0.0498,Active,2021-10-09,2025-02-18,BR096
ACC00344702,CUST003447,Money Market,3095,,0.0453,Active,2021-10-15,2025-01-29,BR096
ACC00344801,CUST003448,CD,13721,,0.0471,Active,2022-01-27,2025-05-01,BR047
ACC00344802,CUST003448,CD,5932,,0.0238,Active,2022-01-16,2025-08-01,BR047
ACC00344803,CUST003448,CD,4383,,0.0141,Active,2022-01-06,2025-02-13,BR047
ACC00344901,CUST003449,Savings,453,,0.0191,Active,2018-03-30,2025-03-30,BR030
ACC00345001,CUST003450,CD,2298,,0.0149,Active,2021-08-08,2024-11-10,BR015
ACC00345101,CUST003451,CD,12166,,0.0252,Closed,2022-01-28,2025-02-06,BR013
ACC00345102,CUST003451,Credit Card,-2829,14643.0,0.2494,Active,2022-01-02,2024-10-27,BR013
ACC00345103,CUST003451,Savings,7059,,0.0217,Active,2022-01-06,2025-05-22,BR013
ACC00345201,CUST003452,Savings,8568,,0.0487,Active,2025-04-09,2025-01-18,BR055
ACC00345202,CUST003452,Checking,14186,,0.0,Active,2025-04-07,2024-12-17,BR055
ACC00345203,CUST003452,Money Market,8470,,0.0495,Inactive,2025-04-16,2025-03-19,BR055
ACC00345301,CUST003453,Savings,3013,,0.0466,Closed,2025-02-18,2025-07-01,BR104
ACC00345401,CUST003454,Credit Card,-1283,49739.0,0.166,Active,2016-09-19,2025-06-30,BR026
ACC00345402,CUST003454,Checking,662,,0.0,Active,2016-09-27,2025-04-14,BR026
ACC00345501,CUST003455,Savings,1424,,0.0277,Active,2025-03-10,2025-07-19,BR067
ACC00345502,CUST003455,Checking,4838,,0.0,Active,2025-02-17,2025-05-09,BR067
ACC00345601,CUST003456,Checking,65269,,0.0,Active,2022-11-11,2024-12-03,BR068
ACC00345602,CUST003456,CD,66225,,0.0352,Active,2022-10-21,2024-12-19,BR068
ACC00345701,CUST003457,Checking,1055,,0.0,Active,2019-03-17,2025-04-14,BR078
ACC00345702,CUST003457,Checking,4185,,0.0,Active,2019-03-23,2025-01-26,BR078
ACC00345703,CUST003457,Savings,715,,0.0116,Active,2019-02-23,2024-09-19,BR078
ACC00345801,CUST003458,Credit Card,-1011,45631.0,0.2266,Active,2015-11-02,2025-04-19,BR005
ACC00345802,CUST003458,Checking,75192,,0.0,Inactive,2015-11-16,2025-07-30,BR005
ACC00345901,CUST003459,Money Market,1623,,0.0359,Active,2020-09-24,2024-12-16,BR067
ACC00345902,CUST003459,Money Market,4895,,0.0236,Active,2020-10-05,2024-09-20,BR067
ACC00345903,CUST003459,CD,4481,,0.0424,Active,2020-10-15,2025-06-17,BR067
ACC00346001,CUST003460,Money Market,828,,0.0108,Active,2018-09-25,2025-07-05,BR017
ACC00346101,CUST003461,Credit Card,-1724,31944.0,0.2186,Closed,2025-01-30,2024-11-02,BR091
ACC00346201,CUST003462,Savings,16052,,0.0409,Active,2021-03-05,2024-11-09,BR056
ACC00346202,CUST003462,Credit Card,-1496,49353.0,0.21,Active,2021-02-14,2025-03-20,BR056
ACC00346203,CUST003462,Money Market,8027,,0.0173,Active,2021-02-17,2025-05-10,BR056
ACC00346301,CUST003463,Credit Card,-2229,2456.0,0.1992,Active,2019-01-24,2025-08-11,BR026
ACC00346302,CUST003463,Credit Card,-730,31320.0,0.1973,Active,2019-01-23,2025-01-14,BR026
ACC00346401,CUST003464,Money Market,2654,,0.0185,Active,2017-03-20,2024-11-23,BR056
ACC00346402,CUST003464,Credit Card,-567,38147.0,0.16,Closed,2017-03-22,2025-03-15,BR056
ACC00346501,CUST003465,Savings,697,,0.0166,Active,2017-07-05,2025-01-01,BR059
ACC00346502,CUST003465,Money Market,2905,,0.0373,Active,2017-06-23,2024-09-06,BR059
ACC00346503,CUST003465,CD,2243,,0.0333,Active,2017-07-06,2024-11-17,BR059
ACC00346601,CUST003466,Checking,19990,,0.0,Inactive,2017-12-11,2024-12-11,BR078
ACC00346701,CUST003467,Checking,4272,,0.0,Active,2024-04-27,2025-05-17,BR021
ACC00346702,CUST003467,CD,4557,,0.0372,Active,2024-04-22,2025-02-03,BR021
ACC00346801,CUST003468,Credit Card,-593,11705.0,0.1713,Active,2019-03-06,2025-07-23,BR007
ACC00346802,CUST003468,Money Market,23250,,0.0208,Active,2019-03-02,2024-09-24,BR007
ACC00346803,CUST003468,Money Market,10123,,0.0282,Closed,2019-03-09,2025-05-02,BR007
ACC00346901,CUST003469,Money Market,18559,,0.0222,Active,2023-11-15,2025-05-09,BR021
ACC00346902,CUST003469,CD,21292,,0.0416,Active,2023-11-27,2025-04-24,BR021
ACC00347001,CUST003470,Money Market,2567,,0.0488,Active,2020-11-05,2025-04-01,BR126
ACC00347002,CUST003470,Money Market,1550,,0.0147,Active,2020-11-14,2025-01-03,BR126
ACC00347003,CUST003470,CD,1250,,0.0348,Active,2020-11-21,2025-05-04,BR126
ACC00347101,CUST003471,Checking,2203,,0.0,Active,2024-09-29,2025-04-04,BR013
ACC00347102,CUST003471,CD,554,,0.0292,Active,2024-10-02,2025-03-04,BR013
ACC00347201,CUST003472,Savings,19983,,0.0134,Active,2025-02-17,2025-06-11,BR011
ACC00347202,CUST003472,Credit Card,-1805,27425.0,0.2286,Closed,2025-03-03,2025-06-07,BR011
ACC00347301,CUST003473,CD,4776,,0.0477,Active,2015-10-15,2025-05-29,BR002
ACC00347401,CUST003474,Savings,2980,,0.0229,Active,2020-02-01,2025-07-29,BR108
ACC00347501,CUST003475,Savings,11979,,0.039,Active,2024-07-13,2025-02-23,BR042
ACC00347601,CUST003476,Checking,1803,,0.0,Closed,2024-08-19,2025-03-19,BR002
ACC00347602,CUST003476,Savings,185,,0.043,Active,2024-08-30,2025-06-30,BR002
ACC00347603,CUST003476,CD,3715,,0.0355,Active,2024-08-26,2025-04-25,BR002
ACC00347701,CUST003477,Savings,593,,0.0478,Active,2023-07-13,2024-09-07,BR078
ACC00347801,CUST003478,CD,19403,,0.0111,Active,2019-09-26,2025-08-12,BR057
ACC00347901,CUST003479,Credit Card,-261,27236.0,0.2059,Active,2017-05-16,2025-02-07,BR068
ACC00347902,CUST003479,Checking,4022,,0.0,Active,2017-05-21,2024-11-09,BR068
ACC00347903,CUST003479,Savings,4713,,0.0146,Inactive,2017-05-30,2025-06-16,BR068
ACC00347904,CUST003479,Checking,4869,,0.0,Active,2017-06-10,2024-11-09,BR068
ACC00348001,CUST003480,Savings,4597,,0.0473,Active,2016-07-03,2025-05-11,BR012
ACC00348002,CUST003480,Credit Card,-261,48266.0,0.1711,Frozen,2016-07-16,2025-05-16,BR012
ACC00348003,CUST003480,Money Market,207,,0.0277,Active,2016-07-06,2025-01-25,BR012
ACC00348101,CUST003481,Credit Card,-1089,42848.0,0.2439,Active,2018-04-07,2025-05-04,BR006
ACC00348102,CUST003481,Checking,3075,,0.0,Active,2018-03-29,2024-12-05,BR006
ACC00348201,CUST003482,CD,17693,,0.0148,Active,2025-05-22,2025-01-02,BR011
ACC00348202,CUST003482,Checking,9687,,0.0,Active,2025-06-01,2025-07-30,BR011
ACC00348301,CUST003483,Savings,70372,,0.0488,Active,2016-03-18,2025-02-13,BR001
ACC00348302,CUST003483,CD,93178,,0.0263,Active,2016-03-10,2025-08-16,BR001
ACC00348401,CUST003484,CD,24141,,0.0401,Active,2022-12-08,2025-03-20,BR026
ACC00348402,CUST003484,Savings,23115,,0.0285,Active,2022-12-01,2025-01-10,BR026
ACC00348501,CUST003485,Savings,2637,,0.0192,Active,2022-07-15,2025-04-12,BR003
ACC00348502,CUST003485,Checking,2598,,0.0,Inactive,2022-07-07,2025-05-31,BR003
ACC00348601,CUST003486,Money Market,63678,,0.0447,Active,2024-08-15,2024-09-26,BR061
ACC00348602,CUST003486,Checking,45199,,0.0,Inactive,2024-08-22,2024-12-02,BR061
ACC00348701,CUST003487,Credit Card,-2809,14343.0,0.215,Active,2016-11-14,2025-08-27,BR091
ACC00348702,CUST003487,Money Market,9506,,0.0254,Active,2016-11-18,2025-07-15,BR091
ACC00348703,CUST003487,Savings,18828,,0.0205,Active,2016-11-22,2024-11-04,BR091
ACC00348801,CUST003488,Money Market,11932,,0.042,Active,2021-03-15,2025-01-05,BR040
ACC00348802,CUST003488,Savings,22477,,0.0157,Inactive,2021-03-15,2025-03-18,BR040
ACC00348901,CUST003489,Credit Card,-8539,43404.0,0.246,Active,2018-07-25,2025-05-18,BR015
ACC00348902,CUST003489,Credit Card,-837,6170.0,0.1628,Inactive,2018-07-17,2025-04-29,BR015
ACC00348903,CUST003489,Money Market,20878,,0.0198,Active,2018-08-02,2025-01-19,BR015
ACC00349001,CUST003490,Credit Card,-959,2559.0,0.2497,Active,2019-05-17,2025-08-14,BR086
ACC00349101,CUST003491,Savings,22421,,0.0469,Active,2021-07-17,2025-04-03,BR104
ACC00349102,CUST003491,Checking,6404,,0.0,Active,2021-08-04,2024-11-04,BR104
ACC00349201,CUST003492,Money Market,19055,,0.0424,Active,2017-05-05,2025-04-27,BR066
ACC00349301,CUST003493,CD,4950,,0.0275,Active,2016-11-18,2025-06-04,BR042
ACC00349302,CUST003493,CD,4445,,0.0181,Active,2016-11-09,2025-05-01,BR042
ACC00349303,CUST003493,Savings,4627,,0.0166,Frozen,2016-11-14,2025-05-07,BR042
ACC00349401,CUST003494,CD,68768,,0.0216,Active,2023-04-23,2024-11-10,BR001
ACC00349402,CUST003494,Checking,97324,,0.0,Active,2023-04-02,2024-10-12,BR001
ACC00349501,CUST003495,Credit Card,-7878,32964.0,0.1721,Active,2023-01-17,2024-10-23,BR075
ACC00349502,CUST003495,Money Market,20016,,0.0363,Active,2022-12-31,2025-03-31,BR075
ACC00349503,CUST003495,Money Market,22814,,0.0432,Active,2023-01-06,2024-09-19,BR075
ACC00349504,CUST003495,Credit Card,-748,8553.0,0.1641,Active,2023-01-01,2025-03-21,BR075
ACC00349601,CUST003496,Money Market,11892,,0.0467,Active,2018-01-23,2024-10-23,BR091
ACC00349602,CUST003496,Checking,6301,,0.0,Active,2018-02-01,2025-08-15,BR091
ACC00349701,CUST003497,Savings,9273,,0.0374,Active,2018-08-18,2025-04-19,BR108
ACC00349702,CUST003497,CD,24883,,0.0203,Active,2018-08-25,2025-05-29,BR108
ACC00349801,CUST003498,Credit Card,-15237,5032.0,0.1926,Active,2021-02-13,2024-09-13,BR078
ACC00349802,CUST003498,Money Market,66974,,0.0219,Active,2021-01-24,2025-02-23,BR078
ACC00349803,CUST003498,Savings,92553,,0.0135,Active,2021-02-09,2025-04-12,BR078
ACC00349901,CUST003499,Savings,7012,,0.0148,Active,2020-12-03,2025-03-15,BR022
ACC00350001,CUST003500,Money Market,2807,,0.0481,Inactive,2024-11-01,2024-11-04,BR053
ACC00350002,CUST003500,CD,1579,,0.0108,Active,2024-11-04,2025-04-30,BR053
ACC00350003,CUST003500,Money Market,3171,,0.0228,Active,2024-10-15,2025-08-08,BR053
ACC00350101,CUST003501,Savings,4303,,0.0259,Closed,2018-04-18,2025-05-11,BR020
ACC00350102,CUST003501,Credit Card,-2881,21788.0,0.1501,Inactive,2018-04-01,2024-12-07,BR020
ACC00350103,CUST003501,Credit Card,-3009,1900.0,0.1853,Active,2018-04-05,2025-06-25,BR020
ACC00350201,CUST003502,Savings,3309,,0.0122,Active,2016-06-29,2025-08-31,BR006
ACC00350301,CUST003503,Savings,4691,,0.0301,Active,2020-03-06,2025-04-01,BR103
ACC00350302,CUST003503,Credit Card,-816,39008.0,0.165,Active,2020-03-04,2025-07-15,BR103
ACC00350401,CUST003504,Credit Card,-1664,26437.0,0.2005,Active,2024-06-25,2025-01-15,BR001
ACC00350402,CUST003504,Checking,902,,0.0,Frozen,2024-06-09,2025-02-23,BR001
ACC00350403,CUST003504,CD,2889,,0.0476,Active,2024-07-07,2024-10-05,BR001
ACC00350501,CUST003505,Savings,18374,,0.0238,Active,2018-01-18,2025-03-12,BR078
ACC00350601,CUST003506,Money Market,35646,,0.0113,Active,2019-09-05,2025-04-19,BR108
ACC00350701,CUST003507,Savings,3583,,0.0141,Active,2021-02-19,2024-08-31,BR059
ACC00350801,CUST003508,Checking,66645,,0.0,Active,2020-01-20,2025-02-24,BR099
ACC00350901,CUST003509,Savings,22384,,0.0278,Closed,2024-11-15,2025-02-09,BR014
ACC00350902,CUST003509,Savings,17272,,0.0465,Active,2024-11-23,2025-06-21,BR014
ACC00350903,CUST003509,Savings,1959,,0.0118,Closed,2024-11-22,2025-03-16,BR014
ACC00351001,CUST003510,Money Market,2734,,0.0173,Active,2021-02-04,2024-12-08,BR014
ACC00351002,CUST003510,Money Market,1152,,0.0455,Active,2021-01-30,2024-10-17,BR014
ACC00351101,CUST003511,Credit Card,-616,30022.0,0.1974,Active,2019-10-05,2024-12-08,BR068
ACC00351201,CUST003512,Credit Card,-24,18208.0,0.2008,Active,2021-01-02,2025-06-10,BR030
ACC00351202,CUST003512,Checking,2951,,0.0,Active,2021-01-08,2025-01-25,BR030
ACC00351301,CUST003513,Credit Card,-6071,24513.0,0.2364,Active,2025-05-26,2024-12-22,BR012
ACC00351401,CUST003514,Money Market,4655,,0.0403,Active,2018-11-16,2025-01-05,BR053
ACC00351402,CUST003514,Money Market,460,,0.0223,Inactive,2018-11-24,2024-10-17,BR053
ACC00351501,CUST003515,Money Market,17365,,0.0487,Active,2019-01-30,2024-11-29,BR061
ACC00351502,CUST003515,Checking,23278,,0.0,Inactive,2019-02-07,2025-01-14,BR061
ACC00351601,CUST003516,Credit Card,-999,38773.0,0.2259,Active,2025-07-15,2025-03-09,BR186
ACC00351602,CUST003516,Checking,2748,,0.0,Active,2025-07-10,2025-02-13,BR186
ACC00351603,CUST003516,CD,4923,,0.0432,Active,2025-06-22,2025-04-07,BR186
ACC00351701,CUST003517,Credit Card,-817,30891.0,0.2132,Active,2022-07-20,2025-02-20,BR099
ACC00351702,CUST003517,Checking,21596,,0.0,Active,2022-07-04,2025-04-17,BR099
ACC00351801,CUST003518,CD,19175,,0.0309,Active,2019-02-25,2024-12-10,BR077
ACC00351901,CUST003519,Checking,2624,,0.0,Inactive,2023-07-08,2025-03-17,BR103
ACC00351902,CUST003519,CD,3407,,0.0376,Active,2023-06-23,2025-08-25,BR103
ACC00352001,CUST003520,Checking,4866,,0.0,Active,2018-02-18,2024-11-22,BR087
ACC00352101,CUST003521,CD,94033,,0.0339,Active,2023-06-05,2025-06-25,BR028
ACC00352102,CUST003521,Checking,51214,,0.0,Active,2023-06-16,2024-12-10,BR028
ACC00352201,CUST003522,Credit Card,-785,33852.0,0.1802,Active,2019-11-01,2024-12-08,BR125
ACC00352202,CUST003522,CD,4116,,0.0429,Active,2019-11-01,2025-03-10,BR125
ACC00352301,CUST003523,Money Market,4357,,0.0273,Active,2024-12-16,2024-10-31,BR001
ACC00352302,CUST003523,CD,10172,,0.0467,Active,2025-01-01,2025-03-05,BR001
ACC00352401,CUST003524,CD,450200,,0.0485,Active,2025-05-29,2025-06-05,BR020
ACC00352501,CUST003525,Money Market,3533,,0.0182,Active,2023-11-11,2025-08-19,BR075
ACC00352502,CUST003525,Checking,3195,,0.0,Active,2023-11-06,2025-08-22,BR075
ACC00352503,CUST003525,Savings,3352,,0.0127,Active,2023-11-19,2025-03-29,BR075
ACC00352504,CUST003525,Checking,873,,0.0,Inactive,2023-11-27,2024-09-11,BR075
ACC00352601,CUST003526,CD,4342,,0.0248,Active,2019-12-28,2024-10-26,BR034
ACC00352701,CUST003527,Money Market,28121,,0.0224,Frozen,2016-07-25,2024-10-17,BR061
ACC00352702,CUST003527,CD,25423,,0.0272,Active,2016-07-12,2025-05-06,BR061
ACC00352703,CUST003527,Money Market,74315,,0.0319,Active,2016-07-07,2024-09-08,BR061
ACC00352801,CUST003528,CD,21909,,0.0199,Active,2016-07-29,2025-04-05,BR040
ACC00352802,CUST003528,Savings,6678,,0.023,Active,2016-07-06,2025-05-12,BR040
ACC00352901,CUST003529,Checking,770,,0.0,Active,2025-02-12,2024-12-05,BR028
ACC00352902,CUST003529,Savings,4660,,0.0309,Active,2025-03-06,2024-11-26,BR028
ACC00352903,CUST003529,Checking,2294,,0.0,Active,2025-03-02,2025-03-18,BR028
ACC00353001,CUST003530,Checking,2310,,0.0,Inactive,2020-01-13,2025-01-21,BR108
ACC00353002,CUST003530,Checking,794,,0.0,Active,2020-01-13,2025-02-25,BR108
ACC00353003,CUST003530,Savings,472,,0.0423,Active,2020-01-31,2025-03-19,BR108
ACC00353101,CUST003531,CD,11010,,0.0287,Active,2022-02-08,2025-08-18,BR026
ACC00353102,CUST003531,Credit Card,-641,45993.0,0.1975,Active,2022-01-30,2024-09-17,BR026
ACC00353201,CUST003532,Checking,4917,,0.0,Active,2017-10-02,2025-04-18,BR001
ACC00353202,CUST003532,Money Market,1160,,0.0176,Active,2017-09-21,2025-01-24,BR001
ACC00353301,CUST003533,Checking,7098,,0.0,Active,2016-08-20,2024-12-21,BR055
ACC00353302,CUST003533,Checking,6662,,0.0,Active,2016-08-05,2025-06-06,BR055
ACC00353401,CUST003534,Money Market,23723,,0.0316,Active,2020-01-12,2025-07-04,BR091
ACC00353501,CUST003535,CD,171,,0.0304,Frozen,2020-05-29,2024-11-03,BR012
ACC00353601,CUST003536,CD,15662,,0.0334,Active,2021-06-11,2024-11-29,BR031
ACC00353602,CUST003536,Credit Card,-11895,30400.0,0.1769,Active,2021-06-03,2025-07-23,BR031
ACC00353701,CUST003537,CD,23738,,0.0215,Active,2020-10-09,2025-03-19,BR077
ACC00353702,CUST003537,Money Market,6847,,0.0371,Active,2020-10-20,2025-05-28,BR077
ACC00353801,CUST003538,CD,597,,0.0479,Active,2021-01-26,2025-03-14,BR007
ACC00353802,CUST003538,Credit Card,-322,21866.0,0.2324,Active,2021-02-04,2025-08-27,BR007
ACC00353803,CUST003538,Money Market,3364,,0.0262,Active,2021-02-02,2024-10-13,BR007
ACC00353901,CUST003539,Savings,50787,,0.0294,Active,2018-04-09,2025-05-07,BR078
ACC00353902,CUST003539,Savings,349741,,0.0284,Active,2018-03-22,2025-01-20,BR078
ACC00354001,CUST003540,Savings,417415,,0.0146,Active,2023-05-08,2025-07-21,BR004
ACC00354101,CUST003541,Credit Card,-7170,2668.0,0.2009,Active,2024-10-21,2025-03-12,BR091
ACC00354102,CUST003541,Savings,7818,,0.0431,Inactive,2024-10-17,2025-01-05,BR091
ACC00354201,CUST003542,Money Market,2970,,0.0192,Active,2021-04-19,2025-08-29,BR055
ACC00354301,CUST003543,Money Market,483,,0.032,Active,2020-04-26,2024-12-30,BR034
ACC00354302,CUST003543,Checking,1747,,0.0,Active,2020-05-08,2025-08-29,BR034
ACC00354401,CUST003544,Credit Card,-797,46904.0,0.2357,Active,2023-10-30,2025-01-09,BR087
ACC00354402,CUST003544,Checking,1233,,0.0,Active,2023-10-31,2025-08-24,BR087
ACC00354501,CUST003545,Money Market,2381,,0.0101,Active,2020-07-29,2024-10-30,BR007
ACC00354601,CUST003546,Savings,3792,,0.0307,Active,2024-05-28,2025-03-18,BR068
ACC00354602,CUST003546,Savings,3200,,0.0321,Closed,2024-06-13,2025-03-25,BR068
ACC00354701,CUST003547,Money Market,21248,,0.0459,Active,2021-03-26,2024-12-06,BR056
ACC00354702,CUST003547,Money Market,16001,,0.034,Active,2021-03-31,2024-10-25,BR056
ACC00354801,CUST003548,Money Market,3833,,0.0231,Active,2017-05-02,2024-10-16,BR096
ACC00354901,CUST003549,Savings,4118,,0.0353,Active,2015-09-14,2025-06-06,BR047
ACC00354902,CUST003549,CD,246,,0.0435,Frozen,2015-09-22,2024-12-12,BR047
ACC00354903,CUST003549,Checking,4522,,0.0,Active,2015-10-03,2025-03-13,BR047
ACC00355001,CUST003550,Savings,2140,,0.0373,Active,2017-05-20,2025-05-16,BR061
ACC00355101,CUST003551,Checking,23380,,0.0,Active,2021-12-28,2024-09-26,BR056
ACC00355201,CUST003552,Checking,407529,,0.0,Closed,2020-10-23,2024-11-04,BR099
ACC00355202,CUST003552,Savings,361466,,0.0289,Active,2020-10-03,2025-05-06,BR099
ACC00355203,CUST003552,CD,384424,,0.0293,Closed,2020-10-28,2025-05-15,BR099
ACC00355301,CUST003553,Credit Card,-2563,18569.0,0.1922,Active,2020-04-13,2025-04-26,BR017
ACC00355302,CUST003553,Money Market,7636,,0.0102,Active,2020-03-28,2024-08-31,BR017
ACC00355401,CUST003554,Savings,6930,,0.0481,Active,2018-08-29,2025-03-07,BR014
ACC00355402,CUST003554,Savings,17843,,0.0319,Active,2018-09-07,2024-09-29,BR014
ACC00355501,CUST003555,Credit Card,-52,21987.0,0.232,Active,2024-05-30,2025-01-12,BR096
ACC00355502,CUST003555,Savings,1529,,0.0387,Closed,2024-05-08,2025-06-24,BR096
ACC00355601,CUST003556,Savings,1463,,0.0298,Active,2016-05-15,2025-08-03,BR001
ACC00355602,CUST003556,Money Market,2222,,0.0155,Active,2016-05-10,2025-06-18,BR001
ACC00355701,CUST003557,CD,574,,0.0306,Active,2023-07-21,2024-10-31,BR028
ACC00355702,CUST003557,Credit Card,-130,36604.0,0.2084,Active,2023-07-23,2025-02-04,BR028
ACC00355801,CUST003558,Money Market,18758,,0.0475,Active,2018-08-30,2024-12-25,BR001
ACC00355802,CUST003558,Savings,8032,,0.0374,Active,2018-08-31,2025-08-31,BR001
ACC00355901,CUST003559,Savings,1545,,0.0301,Active,2020-03-17,2024-12-09,BR050
ACC00355902,CUST003559,Money Market,3581,,0.0402,Inactive,2020-03-06,2025-05-31,BR050
ACC00356001,CUST003560,Checking,20717,,0.0,Active,2021-05-10,2025-01-01,BR022
ACC00356002,CUST003560,Credit Card,-664,3975.0,0.2008,Active,2021-04-25,2025-04-18,BR022
ACC00356101,CUST003561,Credit Card,-1612,10614.0,0.2437,Active,2022-03-17,2024-10-20,BR001
ACC00356102,CUST003561,Checking,8860,,0.0,Active,2022-03-08,2025-01-02,BR001
ACC00356201,CUST003562,Savings,3754,,0.0475,Active,2018-08-07,2025-02-08,BR012
ACC00356301,CUST003563,Money Market,24451,,0.0478,Active,2022-05-07,2025-03-08,BR104
ACC00356302,CUST003563,Savings,3643,,0.0412,Inactive,2022-04-21,2025-02-17,BR104
ACC00356401,CUST003564,Money Market,10893,,0.0203,Active,2018-02-09,2024-11-17,BR001
ACC00356402,CUST003564,Savings,16665,,0.0111,Active,2018-02-06,2024-10-03,BR001
ACC00356501,CUST003565,Money Market,4326,,0.0463,Active,2023-06-15,2025-01-18,BR073
ACC00356601,CUST003566,Credit Card,-4315,17662.0,0.1665,Active,2016-11-12,2024-09-21,BR021
ACC00356602,CUST003566,Money Market,21097,,0.0373,Active,2016-11-21,2024-10-13,BR021
ACC00356701,CUST003567,Savings,2043,,0.0187,Active,2017-08-25,2024-10-21,BR018
ACC00356702,CUST003567,Credit Card,-5306,4421.0,0.2025,Active,2017-09-11,2025-06-08,BR018
ACC00356703,CUST003567,CD,9808,,0.0439,Active,2017-08-21,2025-01-11,BR018
ACC00356801,CUST003568,Checking,2710,,0.0,Active,2018-08-21,2024-09-13,BR067
ACC00356802,CUST003568,Checking,22237,,0.0,Inactive,2018-09-03,2025-05-22,BR067
ACC00356803,CUST003568,Credit Card,-16,42881.0,0.2451,Active,2018-08-24,2025-06-18,BR067
ACC00356901,CUST003569,Savings,15244,,0.0399,Active,2017-05-10,2025-07-26,BR053
ACC00357001,CUST003570,CD,3077,,0.0482,Active,2016-07-18,2025-03-17,BR007
ACC00357002,CUST003570,Credit Card,-1809,32884.0,0.2455,Active,2016-07-30,2024-10-07,BR007
ACC00357003,CUST003570,Money Market,3932,,0.0436,Active,2016-07-14,2025-01-30,BR007
ACC00357101,CUST003571,Savings,11891,,0.0498,Active,2021-01-01,2025-04-18,BR013
ACC00357201,CUST003572,Savings,17345,,0.0406,Active,2015-11-18,2025-04-19,BR091
ACC00357202,CUST003572,Checking,7040,,0.0,Active,2015-11-07,2025-07-14,BR091
ACC00357301,CUST003573,Credit Card,-12258,39805.0,0.2415,Active,2019-06-07,2025-05-24,BR181
ACC00357302,CUST003573,Checking,11699,,0.0,Active,2019-06-11,2025-07-19,BR181
ACC00357303,CUST003573,Credit Card,-4742,45501.0,0.2332,Inactive,2019-06-10,2024-09-15,BR181
ACC00357401,CUST003574,Checking,90205,,0.0,Active,2017-11-13,2025-05-14,BR003
ACC00357501,CUST003575,CD,4396,,0.0148,Active,2022-10-23,2024-09-19,BR028
ACC00357502,CUST003575,Checking,3879,,0.0,Active,2022-10-19,2025-02-15,BR028
ACC00357601,CUST003576,CD,1367,,0.0212,Active,2020-06-27,2025-03-08,BR011
ACC00357602,CUST003576,Credit Card,-324,11478.0,0.1762,Active,2020-06-30,2025-01-20,BR011
ACC00357701,CUST003577,CD,2784,,0.0271,Active,2020-05-15,2025-07-20,BR011
ACC00357801,CUST003578,CD,425720,,0.0198,Active,2017-03-23,2025-01-04,BR038
ACC00357901,CUST003579,Savings,2781,,0.0132,Active,2017-04-22,2025-07-26,BR091
ACC00357902,CUST003579,Checking,3085,,0.0,Active,2017-03-29,2025-03-11,BR091
ACC00358001,CUST003580,CD,11524,,0.0355,Active,2017-08-17,2024-09-13,BR001
ACC00358101,CUST003581,CD,15898,,0.0284,Active,2022-07-16,2024-10-29,BR086
ACC00358201,CUST003582,CD,2129,,0.0247,Active,2023-05-23,2025-05-29,BR034
ACC00358202,CUST003582,CD,3813,,0.0386,Active,2023-06-18,2024-10-10,BR034
ACC00358301,CUST003583,Money Market,9533,,0.0377,Active,2016-04-02,2025-05-01,BR007
ACC00358302,CUST003583,Credit Card,-695,47481.0,0.1991,Closed,2016-03-11,2024-11-11,BR007
ACC00358401,CUST003584,CD,4099,,0.0351,Active,2017-09-09,2025-08-07,BR021
ACC00358501,CUST003585,Credit Card,-481,2189.0,0.231,Active,2021-05-12,2025-07-16,BR050
ACC00358502,CUST003585,Credit Card,-897,45204.0,0.2176,Active,2021-05-03,2025-05-26,BR050
ACC00358503,CUST003585,Checking,19352,,0.0,Active,2021-05-09,2025-05-25,BR050
ACC00358601,CUST003586,Savings,2579,,0.0148,Active,2017-12-25,2025-03-01,BR068
ACC00358701,CUST003587,CD,1086,,0.0412,Active,2025-09-06,2024-10-09,BR103
ACC00358702,CUST003587,Money Market,249,,0.0497,Active,2025-08-21,2025-07-16,BR103
ACC00358801,CUST003588,Credit Card,-3180,4589.0,0.2277,Active,2018-03-16,2024-11-17,BR001
ACC00358802,CUST003588,Credit Card,-194,25194.0,0.1769,Active,2018-03-12,2025-07-10,BR001
ACC00358803,CUST003588,Savings,15451,,0.0394,Active,2018-03-12,2025-03-20,BR001
ACC00358901,CUST003589,Savings,4779,,0.0248,Active,2021-10-02,2025-04-04,BR053
ACC00358902,CUST003589,Checking,2316,,0.0,Active,2021-09-27,2025-03-02,BR053
ACC00359001,CUST003590,Credit Card,-8936,8099.0,0.2271,Active,2020-08-19,2024-10-10,BR087
ACC00359101,CUST003591,CD,3089,,0.0326,Active,2021-01-01,2024-12-13,BR007
ACC00359201,CUST003592,CD,1970,,0.0155,Active,2017-10-03,2024-10-30,BR108
ACC00359202,CUST003592,Credit Card,-492,35418.0,0.1539,Active,2017-10-16,2024-12-16,BR108
ACC00359203,CUST003592,Savings,4375,,0.0194,Active,2017-10-23,2024-11-07,BR108
ACC00359301,CUST003593,Credit Card,-6489,14806.0,0.2374,Active,2016-04-01,2024-10-14,BR028
ACC00359302,CUST003593,Checking,14747,,0.0,Closed,2016-04-03,2025-01-19,BR028
